,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
0,신화헬스클럽,1993-07-01,,2004-04-17,3,폐업,,서울특별시 성동구 홍익동 162-1번지 
1,성수헬스,1994-01-27,,2001-11-06,3,폐업,서울특별시 성동구 아차산로7길 14-1  (성수동2가),서울특별시 성동구 성수동2가 289-243번지 
2,유통헬스,2004-07-29,,2022-04-21,3,폐업,서울특별시 영등포구 영등포로 109 (당산동2가 영등포유통상가),서울특별시 영등포구 당산동2가 30-2
3,J-PT,2022-05-16,,,13,영업중,서울특별시 중랑구 공릉로 18 3층 (묵동),서울특별시 중랑구 묵동 174-29
4,메이크유 필라테스&PT,2020-01-31,,,13,영업중,서울특별시 구로구 경인로 397 골든타워빌딩 4층 (고척동),서울특별시 구로구 고척동 76-160 골든타워빌딩 4층
5,한국헬스,2001-04-11,,2022-04-23,3,폐업,서울특별시 영등포구 가마산로 505 (신길동 대명빌딩),서울특별시 영등포구 신길동 235-7
6,에스짐 양천구청점,2022-05-17,,,13,영업중,서울특별시 양천구 목동동로8길 15 34층 (신정동),서울특별시 양천구 신정동 294-44
7,테디짐PT 서초래미안,2022-05-18,,,13,영업중,서울특별시 서초구 서초대로65길 13-10 2층 207호 (서초동 서초래미안아파트),서울특별시 서초구 서초동 1682 서초래미안아파트
8,월드체력단련장,2000-06-21,,2022-04-23,3,폐업,서울특별시 영등포구 영등포로 157 (당산동1가),서울특별시 영등포구 당산동1가 83-0
9,플레이스짐,2022-05-19,,,13,영업중,서울특별시 은평구 진흥로 105-6 니오빌딩 2층 (역촌동),서울특별시 은평구 역촌동 16-19 니오빌딩
10,3GYM,2022-05-19,,,13,영업중,서울특별시 성동구 왕십리로14길 30-3 2층 (성수동1가),서울특별시 성동구 성수동1가 656-945
11,세종텔레콤 피트니스 센터,2013-12-02,,,13,영업중,서울특별시 강동구 상일로10길 36 (상일동 세종텔레콤지식산업센터),서울특별시 강동구 상일동 373-1
12,훈련소,2022-05-20,,,13,영업중,서울특별시 강동구 상암로 197 현대자동차 공업사 지하1층 (명일동),서울특별시 강동구 명일동 344-10 현대자동차 공업사
13,조아Gym,2022-05-23,,,13,영업중,서울특별시 노원구 덕릉로 738 정진145빌딩 2층 (상계동),서울특별시 노원구 상계동 79-145 정진145빌딩
14,신사휘트니스,2008-07-24,,2022-03-30,15,전출,서울특별시 은평구 은평터널로 138 영성빌딩 4층 (신사동),서울특별시 은평구 신사동 180-5 영성빌딩 4층
15,위드핏,2022-05-23,,,13,영업중,서울특별시 영등포구 버드나루로19길 3 양용빌딩 201호 (당산동),서울특별시 영등포구 당산동 121-17 양용빌딩
16,원짐,2007-01-16,,,13,영업중,서울특별시 용산구 이촌로 1 지하1층 (한강로3가 GS한강에클라트),서울특별시 용산구 한강로3가 16-85 GS한강에클라트
17,클래시 휘트니스,2022-05-23,,,13,영업중,서울특별시 서초구 효령로53길 24 디아레나 서초 지층 101호 (서초동),서울특별시 서초구 서초동 1588-5 디아레나 서초
18,뉴 영헬스PT,2006-09-15,,2022-04-20,3,폐업,서울특별시 강동구 구천면로 376 (천호동 세일빌딩),서울특별시 강동구 천호동 4-2 3층
19,파인드 미 피티 스튜디오,2022-08-19,,,13,영업중,서울특별시 강북구 한천로144길 11 태림빌딩 2층 (수유동),서울특별시 강북구 수유동 178-16 태림빌딩
20,피티공간,2022-05-23,,,13,영업중,서울특별시 강남구 일원로 47 대청빌딩 지하1층 b2호 (일원동),서울특별시 강남구 일원동 684-6 대청빌딩
21,엠오핏 PT&Pilates,2019-04-10,,,13,영업중,서울특별시 양천구 공항대로 566 클래리티 타워 지하1층 (목동),서울특별시 양천구 목동 602-2 클래리티 타워
22,(주)피기블라인더스,2022-08-19,,,13,영업중,서울특별시 강남구 도산대로 413 지하2층 (청담동),서울특별시 강남구 청담동 87-5
23,아워 피트니스(Our Fitness),2011-10-20,,,13,영업중,서울특별시 관악구 남부순환로 1793 (봉천동백광빌딩 지하12층),서울특별시 관악구 봉천동 874-9 백광빌딩 지하12층
24,비스코헬스케어,2003-11-06,,,13,영업중,서울특별시 광진구 아차산로70길 62 지하12층 (광장동 광장현대3단지아파트),서울특별시 광진구 광장동 484 지하12층
25,휘트니스피플 우먼 길동점,2022-07-07,,,13,영업중,서울특별시 강동구 양재대로 1488 길동 5층 (길동),서울특별시 강동구 길동 391-1
26,오투 휘트니스,2003-05-20,,2022-04-07,3,폐업,서울특별시 동작구 장승배기로28길 6 1~2층 (노량진동),서울특별시 동작구 노량진동 53-3
27,넥스트레벨피티,2021-01-21,,,13,영업중,서울특별시 서초구 서초대로 389 진흥상가 지하층 1호 (서초동),서울특별시 서초구 서초동 1315 진흥상가
28,바디어필 PT 스튜디오,2021-01-21,,,13,영업중,서울특별시 서초구 방배로6길 13 지하1층 (방배동),서울특별시 서초구 방배동 1021-14
29,위크로스핏,2020-11-04,,,13,영업중,서울특별시 서초구 서초중앙로 115 서용빌딩 지층 (서초동),서울특별시 서초구 서초동 1575-2 서용빌딩
30,핏플즈,2020-10-12,,,13,영업중,서울특별시 서초구 서초중앙로31길 14-11 1층 (반포동),서울특별시 서초구 반포동 49-10
31,에이제이짐,2020-08-12,,,13,영업중,서울특별시 서초구 서초대로 13 방배 마에스트로 204호 (방배동),서울특별시 서초구 방배동 866-10 방배 마에스트로
32,에이블짐,2020-05-28,,,13,영업중,서울특별시 중랑구 면목로 310 지하1층 (면목동),서울특별시 중랑구 면목동 617-2
33,리버스바디,2020-02-24,,,13,영업중,서울특별시 서초구 서초대로53길 21 202호 (서초동),서울특별시 서초구 서초동 1698-10
34,다윗헬스클럽,2022-04-23,,,13,영업중,서울특별시 강동구 구천면로 384 동곡빌딩 (천호동),서울특별시 강동구 천호동 22-5 동곡빌딩
35,올데이핏(Allday Fit),2019-09-11,,,13,영업중,서울특별시 서초구 반포대로30길 81 웅진타워 (서초동),서울특별시 서초구 서초동 1573-14 웅진타워
36,우아,2022-04-22,,,13,영업중,서울특별시 강남구 삼성로146길 10 다인빌딩 4층 (청담동),서울특별시 강남구 청담동 62
37,박PT,2019-07-29,,,13,영업중,서울특별시 서초구 사임당로17길 123 맥스빌딩 (서초동),서울특별시 서초구 서초동 1640-8 맥스빌딩
38,피트니스 프렌즈,2018-06-25,,,13,영업중,서울특별시 서초구 강남대로109길 102 잠원빌딩 5층 (잠원동),서울특별시 서초구 잠원동 16-1 잠원빌딩
39,썬더짐,2018-06-18,,,13,영업중,서울특별시 서초구 서초중앙로 188 상가동 L층 134호 (서초동 아크로비스타),서울특별시 서초구 서초동 1685-3 아크로비스타상가 상가동 L-134호
40,주식회사 블레스라이프 필라테스,2017-10-31,,,13,영업중,서울특별시 서초구 서초대로 397 2층 203-1호 (서초동),서울특별시 서초구 서초동 1316-5 부띠크 모나코
41,짐앤피티,2022-04-22,,,13,영업중,서울특별시 영등포구 국제금융로 72 4층 (여의도동),서울특별시 영등포구 여의도동 43-2
42,이너멜핏,2022-05-24,,,13,영업중,서울특별시 관악구 신림로 132 3층 (신림동),서울특별시 관악구 신림동 116-24
43,피트니스플랜비,2022-05-25,,,13,영업중,서울특별시 마포구 독막로 13 일호빌딩 B동 3층 (합정동),서울특별시 마포구 합정동 413-5
44,바운드짐,2022-01-18,,,13,영업중,서울특별시 관악구 남부순환로 1798 예성 아이 라이프 지하1층 (봉천동),서울특별시 관악구 봉천동 875-10 예성 아이 라이프
45,J. Fitness,1999-06-07,,2022-05-31,3,폐업,서울특별시 영등포구 도림로 159 (대림동 대창신용협동조합 사옥),서울특별시 영등포구 대림동 710-11
46,힘듦,2022-04-21,,,13,영업중,서울특별시 마포구 고산2길 6 지하1층 (노고산동),서울특별시 마포구 노고산동 31-208
47,프롬 베이스먼트,2022-05-26,,,13,영업중,서울특별시 동작구 여의대방로22길 110 지1층 (신대방동),서울특별시 동작구 신대방동 357-23
48,마음가짐 P.T 1:1 Studio,2022-05-26,,,13,영업중,서울특별시 강서구 등촌로 169 3층 (등촌동),서울특별시 강서구 등촌동 513-21
49,내셔널짐 서초점,2022-04-21,,,13,영업중,서울특별시 서초구 사임당로 143 Cross 143 4층 407408호 (서초동),서울특별시 서초구 서초동 1332-4 Cross 143
50,크로스핏 쓰리박스,2022-05-26,,,13,영업중,서울특별시 강동구 올림픽로 806 지하1층 (암사동 까사팔공육),서울특별시 강동구 암사동 463-4 까사팔공육
51,픽스바디짐,2015-11-26,,,13,영업중,서울특별시 은평구 응암로 215 2층 204 205호 (응암동 명남더블레스아파트2차),서울특별시 은평구 응암동 577-16 명남더블레스아파트2차 204호
52,모스트짐,2022-04-21,,,13,영업중,서울특별시 성동구 상원길 64 2층 (성수동1가),서울특별시 성동구 성수동1가 13-441
53,체대입시FA,2011-12-05,,,13,영업중,서울특별시 성북구 보문로30길 71 패션빌딩 지하1층 (동선동2가),서울특별시 성북구 동선동2가 120 패션빌딩
54,라인피트니스,2022-04-20,,,13,영업중,서울특별시 양천구 신월로 348 준빌딩 2층 (신정동),서울특별시 양천구 신정동 1026-4 준빌딩
55,와츠핏(What's fit),2022-05-27,,,13,영업중,서울특별시 성동구 금호산길 61 동원빌딩 301호 (금호동2가),서울특별시 성동구 금호동2가 494 동원빌딩
56,트리니코스,2022-05-30,,,13,영업중,서울특별시 금천구 금하로 755-3 2층 (시흥동),서울특별시 금천구 시흥동 264-19
57,짐박스 피트니스,2022-04-20,,,13,영업중,서울특별시 동작구 시흥대로 658 3~4층 (신대방동),서울특별시 동작구 신대방동 607-5
58,바르다짐,2022-05-30,,,13,영업중,서울특별시 영등포구 가마산로89길 5 23층 (신길동),서울특별시 영등포구 신길동 801
59,헬스 Boy,2022-05-30,,,13,영업중,서울특별시 송파구 가락로11길 8 영신빌딩 지층 (석촌동),서울특별시 송파구 석촌동 271 영신빌딩 지층
60,마카롱 PT,2022-04-20,,,13,영업중,서울특별시 서대문구 통일로35길 14-4 B201호 (홍제동),서울특별시 서대문구 홍제동 159-3
61,이너멜 피트니스,2022-05-30,,,13,영업중,서울특별시 관악구 신림로 132 2층 (신림동),서울특별시 관악구 신림동 116-24
62,짐로드,2022-08-22,,,13,영업중,서울특별시 강남구 삼성로133길 12 지하1층 (청담동),서울특별시 강남구 청담동 32-5
63,콤마짐,2022-05-30,,,13,영업중,서울특별시 중랑구 양원역로10길 3 제이타워 7층 (망우동),서울특별시 중랑구 망우동 0
64,짐박스피트니스 낙성대점,2022-04-20,,,13,영업중,서울특별시 관악구 남부순환로 1924 동림오피스텔 지하3층 (봉천동),서울특별시 관악구 봉천동 1659-4 동림오피스텔
65,베스트 트레이닝 스튜디오(BTS),2020-10-15,,,13,영업중,서울특별시 송파구 송파대로 345 A동 B1층 3호 (가락동 헬리오시티),서울특별시 송파구 가락동 479 헬리오시티
66,리스펙짐,2010-08-06,,,13,영업중,서울특별시 서초구 반포대로 118 (서초동 (지1층)),서울특별시 서초구 서초동 1542-14 우림빌딩(지1층)
67,W gym,2022-04-20,,,13,영업중,서울특별시 강남구 봉은사로30길 24 지하 1층 (역삼동),서울특별시 강남구 역삼동 659-16
68,스포니스 약수점,2022-05-31,,,13,영업중,서울특별시 중구 동호로10길 6 301호 (신당동),서울특별시 중구 신당동 373-34
69,퍼플피플,2022-05-31,,,13,영업중,서울특별시 중랑구 중랑역로 62 5층 (중화동),서울특별시 중랑구 중화동 302-75
70,바디킥짐,2022-04-20,,,13,영업중,서울특별시 강서구 공항대로 269-15 힐스테이트에코마곡 303호 (마곡동),서울특별시 강서구 마곡동 797-14 힐스테이트에코마곡
71,머스트무브짐,2022-05-31,,,13,영업중,서울특별시 송파구 올림픽로 108 맥스빌딩 10층 (잠실동),서울특별시 송파구 잠실동 181-9 맥스빌딩 10층
72,브이업짐 발산점,2022-05-31,,,13,영업중,서울특별시 강서구 강서로 385 우성에스비타워 301호 (마곡동),서울특별시 강서구 마곡동 794-1 우성에스비타워
73,테라피티 방이동점,2022-04-19,,,13,영업중,서울특별시 송파구 위례성대로18길 31-7 에벤에셀빌딩 지하1층 (방이동),서울특별시 송파구 방이동 206-8 에벤에셀빌딩 지하1층
74,브이업짐 마곡점,2020-07-17,,,13,영업중,서울특별시 강서구 마곡중앙1로 26 엠리체 301~303호 (마곡동),서울특별시 강서구 마곡동 798-12 엠리체
75,라이프스포츠,2011-04-12,,,13,영업중,서울특별시 양천구 오목로 160 A동 B03~07호 (신정동 신호아파트),서울특별시 양천구 신정동 948-24 신호아파트
76,나의 체육관,2022-04-18,,,13,영업중,서울특별시 동작구 사당로 300 211호 (사당동 이수자이),서울특별시 동작구 사당동 147-29 이수자이
77,라이프체인지 PT,2022-06-03,,,13,영업중,서울특별시 강동구 양재대로 1462 남양빌딩 2층 (길동),서울특별시 강동구 길동 411-3 남양빌딩
78,워라밸피트니스 자양점,2015-12-29,,,13,영업중,서울특별시 광진구 뚝섬로 585 (자양동 신축빌딩),서울특별시 광진구 자양동 580-9
79,엠스트레이닝 2호점,2022-04-15,,,13,영업중,서울특별시 구로구 경인로 619-3 2층 213호 (신도림동 신도림3차푸르지오아파트),서울특별시 구로구 신도림동 435-10 신도림3차푸르지오아파트 213호
80,워너비,2017-09-12,,,13,영업중,서울특별시 서초구 남부순환로347길 101 (서초동 지하1층),
81,시너짐(SYNER GYM),2003-04-04,,2022-07-07,3,폐업,서울특별시 강북구 한천로 1035 (수유동우성빌딩지하1층),서울특별시 강북구 수유동 191-35 우성빌딩지하1층
82,무궁화체육관,2022-04-15,,,13,영업중,서울특별시 강서구 화곡로66길 76 4층 (등촌동),서울특별시 강서구 등촌동 641-3
83,one shop,2022-07-08,,,13,영업중,서울특별시 중구 다산로18길 23 (신당동),서울특별시 중구 신당동 341-20
84,랩 지피티짐,2022-07-11,,,13,영업중,서울특별시 중랑구 사가정로50길 30 3층 (면목동),서울특별시 중랑구 면목동 651-9
85,코어핏 PT&필라테스,2022-06-02,,,13,영업중,서울특별시 중랑구 봉우재로33길 65 4층 (상봉동),서울특별시 중랑구 상봉동 103-18
86,머슬뱅크짐,2022-06-02,,,13,영업중,서울특별시 영등포구 도신로 59 지하1층 (도림동 브라보주상아파트),서울특별시 영등포구 도림동 250-20 브라보주상아파트
87,엔짐 영등포점,2022-04-13,,,13,영업중,서울특별시 영등포구 국회대로56길 46 지하1층 (영등포동2가 명화오피스텔),서울특별시 영등포구 영등포동2가 94-212 명화오피스텔
88,투에스짐,2022-06-02,,,13,영업중,서울특별시 광진구 자양로 281 누리빌딩 4층 (구의동),서울특별시 광진구 구의동 55-22 누리빌딩 4층
89,테디피트니스 문정점,2022-04-13,,,13,영업중,서울특별시 송파구 새말로8길 30 지하1층 (문정동),서울특별시 송파구 문정동 75-9 지하1층
90,소마앤바디,2022-06-02,,,13,영업중,서울특별시 마포구 신촌로20길 12 지하1층 102호 (노고산동),서울특별시 마포구 노고산동 31-23
91,롱투짐,2022-04-12,,,13,영업중,서울특별시 중구 퇴계로8길 70 3층 (회현동1가),서울특별시 중구 회현동1가 100-38
92,Billion GYM(빌리언짐),2022-06-02,,,13,영업중,서울특별시 영등포구 선유동1로 31-2 123층 (양평동3가),서울특별시 영등포구 양평동3가 2-3
93,헬슐랭 피트니스,2022-04-12,,,13,영업중,서울특별시 은평구 통일로 835 우리은행연신내지점 3층 (대조동),서울특별시 은평구 대조동 185-11 우리은행연신내지점
94,원(1)GYM,2022-06-02,,,13,영업중,서울특별시 용산구 이촌로 1 1층 104호 (한강로3가 지에스 한강에클라트),서울특별시 용산구 한강로3가 16-85 지에스 한강에클라트 104호
95,마곡PT아카데미,2022-04-12,,,13,영업중,서울특별시 강서구 마곡서로 133 704동 201호 (마곡동 마곡엠밸리7단지),서울특별시 강서구 마곡동 743-4 마곡엠밸리7단지
96,나아짐,2018-02-07,,,13,영업중,서울특별시 강남구 압구정로34길 32 성우 에이치 지하1층 (신사동),서울특별시 강남구 신사동 608-13 성우 에이치
97,나만의GYM,2022-04-11,,,13,영업중,서울특별시 서초구 사임당로 31 궁현빌딩 지층 A호 (서초동),서울특별시 서초구 서초동 1579-5 궁현빌딩
98,파운드짐 신림역점,2017-09-04,,,13,영업중,서울특별시 관악구 신림로 350 지하1층 (신림동 서원프라자 태영아파트),서울특별시 관악구 신림동 1424-28 서원프라자 태영아파트
99,바디클래스,2022-04-07,,,13,영업중,서울특별시 관악구 봉천로 212 3층 (신림동),서울특별시 관악구 신림동 1444-5
100,업투 한티역점,2022-04-07,,,13,영업중,서울특별시 강남구 선릉로 227 지하1층 1호 (도곡동),서울특별시 강남구 도곡동 538-1
101,KB국민은행 피트니스(신관),2022-08-23,,,13,영업중,서울특별시 영등포구 의사당대로 141 KB국민은행 신관 5층 (여의도동),서울특별시 영등포구 여의도동 45 KB국민은행 신관 5층
102,HY트레이닝,2022-04-07,,,13,영업중,서울특별시 강서구 강서로 154 힐탑빌딩 401호 (화곡동),서울특별시 강서구 화곡동 1076-14 힐탑빌딩
103,커스텀핏,2020-09-04,,2022-08-23,3,폐업,서울특별시 노원구 동일로 1545 현대골드씨티 5층 503호 (상계동),서울특별시 노원구 상계동 651-5 현대골드씨티
104,포미짐,2022-04-06,,,13,영업중,서울특별시 노원구 공릉로 172 반야빌딩 5층 (공릉동),서울특별시 노원구 공릉동 221-2 반야빌딩 5층
105,로얄짐3호점,2017-07-05,,,13,영업중,서울특별시 마포구 월드컵북로5길 54 12층 (서교동),서울특별시 마포구 서교동 451-19 12층
106,핏인라이프,2022-04-05,,,13,영업중,서울특별시 마포구 독막로 291-5 3층 (염리동),서울특별시 마포구 염리동 161-5
107,잼짐(GEM GYM),2013-10-02,,,13,영업중,서울특별시 서초구 서초중앙로 217 (반포동 대동빌딩 지하1층),서울특별시 서초구 반포동 51-5 대동빌딩 지하1층
108,Must run 스피드 트레이닝 센터,2022-04-04,,,13,영업중,서울특별시 광진구 자양로 46 지하1층 (자양동),서울특별시 광진구 자양동 681-15
109,로그짐 송파나루점,2022-04-04,,,13,영업중,서울특별시 송파구 백제고분로 468 금복빌딩 4층 (방이동),서울특별시 송파구 방이동 149-1 금복빌딩
110,짐파티,2022-04-01,,,13,영업중,서울특별시 강남구 삼성로 642 삼성빌딩 3층 302호 (삼성동),서울특별시 강남구 삼성동 65 삼성빌딩
111,프리빗 PT 스튜디오,2022-04-01,,,13,영업중,서울특별시 중랑구 망우로 192 2층 (상봉동),서울특별시 중랑구 상봉동 136-1
112,F45,2022-07-08,,,13,영업중,서울특별시 성동구 아차산로 92 S TOWER B102호 (성수동2가),서울특별시 성동구 성수동2가 314-5 S TOWER
113,SOMA FIT-IN,2022-03-31,,,13,영업중,서울특별시 강동구 성내로 65 지하1층 (성내동 집앤사베니아파트),서울특별시 강동구 성내동 542-1 집앤사베니아파트
114,빌리핏 PT 스튜디오,2022-07-21,,,13,영업중,서울특별시 노원구 공릉로 105 성종빌딩 2층 1호 (공릉동),서울특별시 노원구 공릉동 633-17 성종빌딩
115,어반프라이빗짐,2022-03-30,,,13,영업중,서울특별시 강남구 논현로38길 32-11 지하1층 (도곡동),서울특별시 강남구 도곡동 417-7
116,YOON GYM,2020-10-06,,,13,영업중,서울특별시 강남구 논현로140길 30 지하1층 (논현동),서울특별시 강남구 논현동 78-1
117,헬스보이짐&필라걸 을지로점,2022-03-30,,,13,영업중,서울특별시 중구 마른내로 28 (초동),서울특별시 중구 초동 72-10
118,GOGO GYM,2015-10-22,,,13,영업중,서울특별시 강동구 올림픽로 762 지층 (천호동 일진빌딩),서울특별시 강동구 천호동 287-10
119,씰피티클럽,2022-03-30,,,13,영업중,서울특별시 서대문구 증가로10길 50 지층 (남가좌동),서울특별시 서대문구 남가좌동 325-2
120,업투 압구정로데오역점,2013-01-02,,,13,영업중,서울특별시 강남구 선릉로 823 (신사동),서울특별시 강남구 신사동 665-1
121,코리안탑팀,2022-03-29,,,13,영업중,서울특별시 영등포구 당산로31길 14 지하1층 (당산동3가),서울특별시 영등포구 당산동3가 395-4
122,짐박스 피트니스,1989-12-18,,,13,영업중,서울특별시 관악구 신림로 90 5층 (신림동),서울특별시 관악구 신림동 131-21
123,모티브,2022-08-31,,,13,영업중,서울특별시 강서구 강서로74길 36 2층 (가양동),서울특별시 강서구 가양동 115-11
124,바른핏,2022-07-15,,,13,영업중,서울특별시 용산구 백범로 341 A동 2층 210호 (원효로1가 리첸시아 용산),서울특별시 용산구 원효로1가 133-3 리첸시아 용산 A동 210호
125,휘트니스엠 수유점,2022-07-08,,,13,영업중,서울특별시 강북구 한천로 1035 우성빌딩 지하1층 (수유동),서울특별시 강북구 수유동 191-35 우성빌딩
126,Good Fit,2019-09-10,,,13,영업중,서울특별시 강북구 도봉로8길 12 5층 501호 (미아동),서울특별시 강북구 미아동 860-241
127,다이어트모드 휘트니스,2016-02-22,,,13,영업중,서울특별시 강북구 도봉로 350 (미아동),
128,(주)뷰티짐,2022-06-07,,,13,영업중,서울특별시 노원구 노해로 517 3층 (상계동),서울특별시 노원구 상계동 323-16
129,네이쳐휘트니스클럽,2022-03-28,,,13,영업중,서울특별시 영등포구 국회대로54길 10 지하1층 (영등포동7가 아크로타워 스퀘어),서울특별시 영등포구 영등포동7가 203 아크로타워 스퀘어
130,(주)부티짐,2022-06-07,,,13,영업중,서울특별시 노원구 노해로 517 2층 (상계동),서울특별시 노원구 상계동 323-16
131,피트니스 1987,2022-03-28,,,13,영업중,서울특별시 중구 동호로7길 14 201호 (신당동 약수역 더시티),서울특별시 중구 신당동 857 약수역 더시티
132,크로스핏 라이노,2022-06-07,,,13,영업중,서울특별시 강서구 방화대로48길 40 B1층 (방화동 방화2단지아파트),서울특별시 강서구 방화동 839 방화2단지아파트
133,스포니스 방이점,2022-03-28,,,13,영업중,서울특별시 송파구 위례성대로18길 31-20 MIK TOWER 지하1층 (방이동),서울특별시 송파구 방이동 207 MIK TOWER
134,베네짐,2012-11-06,,,13,영업중,서울특별시 중구 다산로 240 (신당동),서울특별시 중구 신당동
135,피트니즈 자양점,2022-06-08,,,13,영업중,서울특별시 광진구 뚝섬로 607 3층 (자양동),서울특별시 광진구 자양동 615-3
136,피지오숲,2021-12-08,,,13,영업중,서울특별시 관악구 봉천로 223 4층5층 (봉천동),서울특별시 관악구 봉천동 972-40
137,마운틴짐,2022-06-08,,,13,영업중,서울특별시 강서구 공항대로42길 54-6 B1층 (내발산동),서울특별시 강서구 내발산동 659-18
138,NX Fitness(엔엑스 피트니스),2021-11-29,,,13,영업중,서울특별시 용산구 녹사평대로 132 4층 (이태원동),서울특별시 용산구 이태원동 34-158
139,옐로우필라테스&PT,2022-06-09,,,13,영업중,서울특별시 동대문구 휘경로 5-1 4층 (이문동),서울특별시 동대문구 이문동 288-26
140,크로스핏 바이브온,2022-06-09,,,13,영업중,서울특별시 영등포구 가마산로89길 17 서도빌딩 지하1층 (신길동),서울특별시 영등포구 신길동 878 서도빌딩
141,Strength Museum,2021-09-02,,,13,영업중,서울특별시 마포구 포은로2가길 62 합정글로벌센터 지1층 (합정동),서울특별시 마포구 합정동 393-15 합정글로벌센터
142,더 보스짐,2022-06-09,,,13,영업중,서울특별시 금천구 시흥대로 165 313동 304~306호 (시흥동 남서울힐스테이트),서울특별시 금천구 시흥동 1026 남서울힐스테이트
143,엠스타 휘트니스,2019-07-10,,2022-08-24,3,폐업,서울특별시 강서구 강서로 385 우성에스비타워 11층 (마곡동),서울특별시 강서구 마곡동 794-1 우성에스비타워 11층
144,우리짐 상도점,2020-01-03,,,13,영업중,서울특별시 동작구 만양로 5-1 2층 201호 (상도동 나동),서울특별시 동작구 상도동 22-108 나동
145,바디다짐,2022-03-04,,,13,영업중,서울특별시 금천구 시흥대로115길 13 수아주신독산 B101호 (독산동),서울특별시 금천구 독산동 292-2
146,(주)에이블짐 불광지점,2019-07-23,,,13,영업중,서울특별시 은평구 불광로 60 불광동라비앙프라자 지층 (불광동),서울특별시 은평구 불광동 554-1 불광동라비앙프라자 지층
147,넘버원짐,2011-01-04,,,13,영업중,서울특별시 은평구 통일로 815 성보빌딩 3층 (대조동),서울특별시 은평구 대조동 187-38 성보빌딩
148,바디랩PT 장안점,2022-02-21,,,13,영업중,서울특별시 동대문구 장한로 26 2층 (장안동),서울특별시 동대문구 장안동 433-2
149,비비짐(BB짐),2021-03-12,,,13,영업중,서울특별시 동작구 상도로 95 2층 (상도동),서울특별시 동작구 상도동 328-9
150,바디톡,2017-03-13,,,13,영업중,서울특별시 중랑구 망우로 328 시네마시티 23층 (상봉동),서울특별시 중랑구 상봉동 92-2 시네마시티
151,착한휘트니스(신설동점),2011-05-18,,,13,영업중,서울특별시 종로구 숭인동길 21 (숭인동),서울특별시 종로구 숭인동 766 종로청계힐스테이트 상가 나동 B01호
152,파워 헬스,2008-10-01,,2022-06-08,3,폐업,서울특별시 강서구 국회대로7길 195 3층 (화곡동 대송빌딩),서울특별시 강서구 화곡동 888-17 3층
153,크로스핏펀,2016-10-28,,2022-04-13,3,폐업,서울특별시 노원구 동일로190길 43-6 지1층 (공릉동 EnS빌딩),서울특별시 노원구 공릉동 392-4
154,피트니스H,2022-07-12,,,13,영업중,서울특별시 강동구 고덕로 385 고덕그라시움(제4상가) 지하1층 101102115116119120호 (고덕동),서울특별시 강동구 고덕동 694 고덕그라시움(제4상가)
155,Hcore fitness(448),2016-05-17,,2022-04-01,3,폐업,서울특별시 강남구 언주로86길 11 지하1층 제1 2호 (역삼동 한화 진넥스빌),서울특별시 강남구 역삼동 706-20
156,라고,2022-07-13,,,13,영업중,서울특별시 송파구 석촌호수로 172 정한빌딩 지하1층 (삼전동),서울특별시 송파구 삼전동 130 정한빌딩 지하1층
157,demarq 상암SDS 피트니스센터,2015-07-01,,,13,영업중,서울특별시 마포구 월드컵북로60길 24 (상암동 상암 IT센터 2층),서울특별시 마포구 상암동
158,휘트니스엠 양재,2021-05-06,,,13,영업중,서울특별시 강남구 강남대로 240 양재SK허브프리모 지하2층 (도곡동),서울특별시 강남구 도곡동 953-1 양재SK허브프리모
159,Re Studio,2015-01-16,,2022-03-01,3,폐업,서울특별시 중구 청계천로 370 (황학동),서울특별시 중구 황학동
160,퍼포먼스 피지오 트레이닝 센터(Perform Physio),2018-01-22,,,13,영업중,서울특별시 송파구 법원로 128 문정에스케이브이원지엘메트로시티 B동 318319320호 (문정동),서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티 B동 318319320호
161,야크짐,2011-02-07,,2021-01-30,3,폐업,서울특별시 강북구 도봉로 254 (미아동지하1층),서울특별시 강북구 미아동 189-15 지하1층
162,진트짐,2022-07-14,,,13,영업중,서울특별시 구로구 경인로47길 76 알앤디타워 지하1호 (고척동),서울특별시 구로구 고척동 52-49 알앤디타워 지하1호
163,펜타핏 주식회사,2022-07-14,,,13,영업중,서울특별시 서초구 강남대로 349 우남빌딩 11층 (서초동),서울특별시 서초구 서초동 1329-4 우남빌딩
164,온더휘트니스,2022-04-25,,,13,영업중,서울특별시 영등포구 문래로26길 6 지하1층 (문래동3가 문래동메가트리움),서울특별시 영등포구 문래동3가 55-4 문래동메가트리움
165,팀람다 트레이닝센터,2022-04-25,,,13,영업중,서울특별시 서초구 서초중앙로22길 92-4 동구빌딩 지층 (서초동),서울특별시 서초구 서초동 1640-12 동구빌딩
166,더밸런스랩,2022-04-25,,,13,영업중,서울특별시 동대문구 왕산로16길 9 3층 301호 (용두동),서울특별시 동대문구 용두동 112-10
167,데일리짐&PT 구파발역,2014-10-27,,,13,영업중,서울특별시 은평구 진관2로 29-21 드림스퀘어 지층 (진관동),서울특별시 은평구 진관동 72 드림스퀘어 지층
168,아프로 휘트니스,2016-08-30,,,13,영업중,서울특별시 구로구 구로중앙로 215 7층 (구로동),서울특별시 구로구 구로동 612-10
